alcaldia_catalogo,franja,dia_semana,mes,quincena,finde,trimestre,prob_bajo,prob_medio,prob_alto,nivel_riesgo,nivel_codigo,indice_riesgo
Cuajimalpa de Morelos,Madrugada (00-05),Sábado,6,1,1,2,0.7167,0.2774,0.0059,Bajo,0,14.5
Cuajimalpa de Morelos,Mañana (06-11),Sábado,6,0,1,2,0.7277,0.265,0.0073,Bajo,0,14.0
Cuajimalpa de Morelos,Mañana (06-11),Sábado,6,1,1,2,0.7752,0.2184,0.0065,Bajo,0,11.6
Cuajimalpa de Morelos,Noche (18-23),Sábado,6,0,1,2,0.5308,0.4287,0.0405,Bajo,0,25.5
Cuajimalpa de Morelos,Noche (18-23),Sábado,6,1,1,2,0.5194,0.4559,0.0247,Bajo,0,25.3
Cuajimalpa de Morelos,Tarde (12-17),Sábado,6,0,1,2,0.6556,0.3355,0.009,Bajo,0,17.7
Cuajimalpa de Morelos,Tarde (12-17),Sábado,6,1,1,2,0.6913,0.3001,0.0086,Bajo,0,15.9
Cuajimalpa de Morelos,Madrugada (00-05),Viernes,6,0,0,2,0.9174,0.0821,0.0005,Bajo,0,4.2
Cuajimalpa de Morelos,Madrugada (00-05),Viernes,6,1,0,2,0.9116,0.0879,0.0005,Bajo,0,4.4
Cuajimalpa de Morelos,Mañana (06-11),Viernes,6,0,0,2,0.7798,0.2159,0.0042,Bajo,0,11.2
Cuajimalpa de Morelos,Mañana (06-11),Viernes,6,1,0,2,0.7761,0.2203,0.0036,Bajo,0,11.4
Cuajimalpa de Morelos,Noche (18-23),Viernes,6,0,0,2,0.5,0.3314,0.1686,Bajo,0,33.4
Cuajimalpa de Morelos,Noche (18-23),Viernes,6,1,0,2,0.6148,0.3454,0.0399,Bajo,0,21.3
Cuajimalpa de Morelos,Tarde (12-17),Viernes,6,0,0,2,0.7317,0.2632,0.0051,Bajo,0,13.7
Cuajimalpa de Morelos,Tarde (12-17),Viernes,6,1,0,2,0.7272,0.2688,0.0039,Bajo,0,13.8
Cuajimalpa de Morelos,Madrugada (00-05),Domingo,7,0,1,3,0.7314,0.2613,0.0073,Bajo,0,13.8
Cuajimalpa de Morelos,Madrugada (00-05),Domingo,7,1,1,3,0.7423,0.2492,0.0085,Bajo,0,13.3
Cuajimalpa de Morelos,Mañana (06-11),Domingo,7,0,1,3,0.77,0.2261,0.0039,Bajo,0,11.7
Cuajimalpa de Morelos,Mañana (06-11),Domingo,7,1,1,3,0.7942,0.2014,0.0044,Bajo,0,10.5
Cuajimalpa de Morelos,Noche (18-23),Domingo,7,0,1,3,0.5501,0.4318,0.0181,Bajo,0,23.4
Cuajimalpa de Morelos,Noche (18-23),Domingo,7,1,1,3,0.512,0.4695,0.0185,Bajo,0,25.3
Cuajimalpa de Morelos,Tarde (12-17),Domingo,7,0,1,3,0.6988,0.2963,0.005,Bajo,0,15.3
Cuajimalpa de Morelos,Tarde (12-17),Domingo,7,1,1,3,0.7042,0.2895,0.0063,Bajo,0,15.1
Cuajimalpa de Morelos,Madrugada (00-05),Jueves,7,0,0,3,0.9551,0.0445,0.0004,Bajo,0,2.3
Cuajimalpa de Morelos,Madrugada (00-05),Jueves,7,1,0,3,0.9534,0.0461,0.0005,Bajo,0,2.4
Cuajimalpa de Morelos,Mañana (06-11),Jueves,7,0,0,3,0.8178,0.1771,0.0052,Bajo,0,9.4
Cuajimalpa de Morelos,Mañana (06-11),Jueves,7,1,0,3,0.8151,0.179,0.0059,Bajo,0,9.5
Cuajimalpa de Morelos,Noche (18-23),Jueves,7,0,0,3,0.6737,0.3049,0.0214,Bajo,0,17.4
Cuajimalpa de Morelos,Noche (18-23),Jueves,7,1,0,3,0.6287,0.3327,0.0386,Bajo,0,20.5
Cuajimalpa de Morelos,Tarde (12-17),Jueves,7,0,0,3,0.701,0.2917,0.0073,Bajo,0,15.3
Cuajimalpa de Morelos,Tarde (12-17),Jueves,7,1,0,3,0.7184,0.2735,0.0081,Bajo,0,14.5
Cuajimalpa de Morelos,Madrugada (00-05),Lunes,7,0,0,3,0.9564,0.043,0.0006,Bajo,0,2.2
Cuajimalpa de Morelos,Madrugada (00-05),Lunes,7,1,0,3,0.949,0.0504,0.0006,Bajo,0,2.6
Cuajimalpa de Morelos,Mañana (06-11),Lunes,7,0,0,3,0.8855,0.1082,0.0063,Bajo,0,6.0
Cuajimalpa de Morelos,Mañana (06-11),Lunes,7,1,0,3,0.8715,0.1226,0.0059,Bajo,0,6.7
Cuajimalpa de Morelos,Noche (18-23),Lunes,7,0,0,3,0.7464,0.2415,0.012,Bajo,0,13.3
Cuajimalpa de Morelos,Noche (18-23),Lunes,7,1,0,3,0.7442,0.2465,0.0093,Bajo,0,13.3
Cuajimalpa de Morelos,Tarde (12-17),Lunes,7,0,0,3,0.7656,0.2249,0.0095,Bajo,0,12.2
Cuajimalpa de Morelos,Tarde (12-17),Lunes,7,1,0,3,0.7297,0.2616,0.0086,Bajo,0,13.9
Cuajimalpa de Morelos,Madrugada (00-05),Martes,7,0,0,3,0.9704,0.0293,0.0002,Bajo,0,1.5
Cuajimalpa de Morelos,Madrugada (00-05),Martes,7,1,0,3,0.9683,0.0314,0.0002,Bajo,0,1.6
Cuajimalpa de Morelos,Mañana (06-11),Martes,7,0,0,3,0.7983,0.1967,0.005,Bajo,0,10.3
Cuajimalpa de Morelos,Mañana (06-11),Martes,7,1,0,3,0.7895,0.2049,0.0056,Bajo,0,10.8
Cuajimalpa de Morelos,Noche (18-23),Martes,7,0,0,3,0.7144,0.2708,0.0148,Bajo,0,15.0
Cuajimalpa de Morelos,Noche (18-23),Martes,7,1,0,3,0.6843,0.3018,0.0139,Bajo,0,16.5
Cuajimalpa de Morelos,Tarde (12-17),Martes,7,0,0,3,0.7854,0.2097,0.0049,Bajo,0,11.0
Cuajimalpa de Morelos,Tarde (12-17),Martes,7,1,0,3,0.7615,0.2332,0.0053,Bajo,0,12.2
Cuajimalpa de Morelos,Madrugada (00-05),Miércoles,7,0,0,3,0.9663,0.0335,0.0002,Bajo,0,1.7
Cuajimalpa de Morelos,Madrugada (00-05),Miércoles,7,1,0,3,0.9638,0.036,0.0002,Bajo,0,1.8
Cuajimalpa de Morelos,Mañana (06-11),Miércoles,7,0,0,3,0.8837,0.1134,0.0029,Bajo,0,6.0
Cuajimalpa de Morelos,Mañana (06-11),Miércoles,7,1,0,3,0.8562,0.1399,0.0039,Bajo,0,7.4
Cuajimalpa de Morelos,Noche (18-23),Miércoles,7,0,0,3,0.5959,0.3951,0.009,Bajo,0,20.7
Cuajimalpa de Morelos,Noche (18-23),Miércoles,7,1,0,3,0.5935,0.3983,0.0082,Bajo,0,20.7
Cuajimalpa de Morelos,Tarde (12-17),Miércoles,7,0,0,3,0.8082,0.1876,0.0042,Bajo,0,9.8
Cuajimalpa de Morelos,Tarde (12-17),Miércoles,7,1,0,3,0.7861,0.2093,0.0046,Bajo,0,10.9
Cuajimalpa de Morelos,Madrugada (00-05),Sábado,7,0,1,3,0.6793,0.3141,0.0066,Bajo,0,16.4
Cuajimalpa de Morelos,Madrugada (00-05),Sábado,7,1,1,3,0.689,0.3032,0.0078,Bajo,0,15.9
Cuajimalpa de Morelos,Mañana (06-11),Sábado,7,0,1,3,0.7237,0.269,0.0073,Bajo,0,14.2
Cuajimalpa de Morelos,Mañana (06-11),Sábado,7,1,1,3,0.7704,0.2219,0.0077,Bajo,0,11.9
Cuajimalpa de Morelos,Noche (18-23),Sábado,7,0,1,3,0.4475,0.528,0.0245,Medio,1,28.9
Cuajimalpa de Morelos,Noche (18-23),Sábado,7,1,1,3,0.3855,0.5928,0.0217,Medio,1,31.8
Cuajimalpa de Morelos,Tarde (12-17),Sábado,7,0,1,3,0.7233,0.2667,0.01,Bajo,0,14.3
Cuajimalpa de Morelos,Tarde (12-17),Sábado,7,1,1,3,0.687,0.3005,0.0125,Bajo,0,16.3
Cuajimalpa de Morelos,Madrugada (00-05),Viernes,7,0,0,3,0.9352,0.0643,0.0005,Bajo,0,3.3
Cuajimalpa de Morelos,Madrugada (00-05),Viernes,7,1,0,3,0.9215,0.0779,0.0006,Bajo,0,4.0
Cuajimalpa de Morelos,Mañana (06-11),Viernes,7,0,0,3,0.819,0.1768,0.0042,Bajo,0,9.3
Cuajimalpa de Morelos,Mañana (06-11),Viernes,7,1,0,3,0.797,0.1986,0.0044,Bajo,0,10.4
Cuajimalpa de Morelos,Noche (18-23),Viernes,7,0,0,3,0.6233,0.3057,0.071,Bajo,0,22.4
Cuajimalpa de Morelos,Noche (18-23),Viernes,7,1,0,3,0.6578,0.3184,0.0238,Bajo,0,18.3
Cuajimalpa de Morelos,Tarde (12-17),Viernes,7,0,0,3,0.7846,0.2099,0.0055,Bajo,0,11.0
Cuajimalpa de Morelos,Tarde (12-17),Viernes,7,1,0,3,0.7375,0.2566,0.0059,Bajo,0,13.4
Cuajimalpa de Morelos,Madrugada (00-05),Domingo,8,0,1,3,0.7558,0.2373,0.0069,Bajo,0,12.6
Cuajimalpa de Morelos,Madrugada (00-05),Domingo,8,1,1,3,0.7502,0.2419,0.0079,Bajo,0,12.9
Cuajimalpa de Morelos,Mañana (06-11),Domingo,8,0,1,3,0.7903,0.2064,0.0033,Bajo,0,10.7
Cuajimalpa de Morelos,Mañana (06-11),Domingo,8,1,1,3,0.8081,0.1882,0.0037,Bajo,0,9.8
Cuajimalpa de Morelos,Noche (18-23),Domingo,8,0,1,3,0.5183,0.4605,0.0212,Bajo,0,25.1
Cuajimalpa de Morelos,Noche (18-23),Domingo,8,1,1,3,0.4588,0.519,0.0222,Medio,1,28.2
Cuajimalpa de Morelos,Tarde (12-17),Domingo,8,0,1,3,0.736,0.2595,0.0045,Bajo,0,13.4
Cuajimalpa de Morelos,Tarde (12-17),Domingo,8,1,1,3,0.7222,0.2722,0.0056,Bajo,0,14.2
Cuajimalpa de Morelos,Madrugada (00-05),Jueves,8,0,0,3,0.9507,0.0488,0.0004,Bajo,0,2.5
Cuajimalpa de Morelos,Madrugada (00-05),Jueves,8,1,0,3,0.9464,0.0531,0.0005,Bajo,0,2.7
Cuajimalpa de Morelos,Mañana (06-11),Jueves,8,0,0,3,0.7978,0.1966,0.0056,Bajo,0,10.4
Cuajimalpa de Morelos,Mañana (06-11),Jueves,8,1,0,3,0.7842,0.2092,0.0066,Bajo,0,11.1
Cuajimalpa de Morelos,Noche (18-23),Jueves,8,0,0,3,0.596,0.3782,0.0257,Bajo,0,21.5
Cuajimalpa de Morelos,Noche (18-23),Jueves,8,1,0,3,0.5437,0.4053,0.051,Bajo,0,25.4
Cuajimalpa de Morelos,Tarde (12-17),Jueves,8,0,0,3,0.6688,0.3228,0.0084,Bajo,0,17.0
Cuajimalpa de Morelos,Tarde (12-17),Jueves,8,1,0,3,0.6767,0.3143,0.0091,Bajo,0,16.6
Cuajimalpa de Morelos,Madrugada (00-05),Lunes,8,0,0,3,0.9537,0.0446,0.0017,Bajo,0,2.4
Cuajimalpa de Morelos,Madrugada (00-05),Lunes,8,1,0,3,0.9444,0.0538,0.0018,Bajo,0,2.9
Cuajimalpa de Morelos,Mañana (06-11),Lunes,8,0,0,3,0.8751,0.1047,0.0202,Bajo,0,7.3
Cuajimalpa de Morelos,Mañana (06-11),Lunes,8,1,0,3,0.86,0.1205,0.0196,Bajo,0,8.0
Cuajimalpa de Morelos,Noche (18-23),Lunes,8,0,0,3,0.7367,0.2492,0.0141,Bajo,0,13.9
Cuajimalpa de Morelos,Noche (18-23),Lunes,8,1,0,3,0.7134,0.2734,0.0132,Bajo,0,15.0
Cuajimalpa de Morelos,Tarde (12-17),Lunes,8,0,0,3,0.711,0.2168,0.0722,Bajo,0,18.1
Cuajimalpa de Morelos,Tarde (12-17),Lunes,8,1,0,3,0.6781,0.2496,0.0724,Bajo,0,19.7
Cuajimalpa de Morelos,Madrugada (00-05),Martes,8,0,0,3,0.9678,0.032,0.0002,Bajo,0,1.6
Cuajimalpa de Morelos,Madrugada (00-05),Martes,8,1,0,3,0.9675,0.0322,0.0002,Bajo,0,1.6
Cuajimalpa de Morelos,Mañana (06-11),Martes,8,0,0,3,0.7874,0.2068,0.0057,Bajo,0,10.9
Cuajimalpa de Morelos,Mañana (06-11),Martes,8,1,0,3,0.7915,0.2023,0.0062,Bajo,0,10.7
Cuajimalpa de Morelos,Noche (18-23),Martes,8,0,0,3,0.6303,0.3503,0.0194,Bajo,0,19.5
Cuajimalpa de Morelos,Noche (18-23),Martes,8,1,0,3,0.632,0.35,0.018,Bajo,0,19.3
Cuajimalpa de Morelos,Tarde (12-17),Martes,8,0,0,3,0.7767,0.2178,0.0055,Bajo,0,11.4
Cuajimalpa de Morelos,Tarde (12-17),Martes,8,1,0,3,0.7574,0.2365,0.0061,Bajo,0,12.4
Cuajimalpa de Morelos,Madrugada (00-05),Miércoles,8,0,0,3,0.9641,0.0357,0.0002,Bajo,0,1.8
Cuajimalpa de Morelos,Madrugada (00-05),Miércoles,8,1,0,3,0.9618,0.038,0.0002,Bajo,0,1.9
Cuajimalpa de Morelos,Mañana (06-11),Miércoles,8,0,0,3,0.8566,0.1393,0.0041,Bajo,0,7.4
Cuajimalpa de Morelos,Mañana (06-11),Miércoles,8,1,0,3,0.8519,0.1436,0.0045,Bajo,0,7.6
Cuajimalpa de Morelos,Noche (18-23),Miércoles,8,0,0,3,0.5314,0.459,0.0096,Bajo,0,23.9
Cuajimalpa de Morelos,Noche (18-23),Miércoles,8,1,0,3,0.5298,0.4609,0.0093,Bajo,0,24.0
Cuajimalpa de Morelos,Tarde (12-17),Miércoles,8,0,0,3,0.8075,0.1879,0.0046,Bajo,0,9.9
Cuajimalpa de Morelos,Tarde (12-17),Miércoles,8,1,0,3,0.7801,0.2147,0.0052,Bajo,0,11.3
Cuajimalpa de Morelos,Madrugada (00-05),Sábado,8,0,1,3,0.7212,0.2719,0.0069,Bajo,0,14.3
Cuajimalpa de Morelos,Madrugada (00-05),Sábado,8,1,1,3,0.7004,0.2915,0.0081,Bajo,0,15.4
Cuajimalpa de Morelos,Mañana (06-11),Sábado,8,0,1,3,0.7526,0.2408,0.0065,Bajo,0,12.7
Cuajimalpa de Morelos,Mañana (06-11),Sábado,8,1,1,3,0.7829,0.2107,0.0064,Bajo,0,11.2
Cuajimalpa de Morelos,Noche (18-23),Sábado,8,0,1,3,0.4751,0.4986,0.0264,Medio,1,27.6
Cuajimalpa de Morelos,Noche (18-23),Sábado,8,1,1,3,0.3776,0.5982,0.0242,Medio,1,32.3
Cuajimalpa de Morelos,Tarde (12-17),Sábado,8,0,1,3,0.7674,0.2238,0.0088,Bajo,0,12.1
Cuajimalpa de Morelos,Tarde (12-17),Sábado,8,1,1,3,0.7059,0.2829,0.0112,Bajo,0,15.3
Cuajimalpa de Morelos,Madrugada (00-05),Viernes,8,0,0,3,0.9253,0.0741,0.0006,Bajo,0,3.8
Cuajimalpa de Morelos,Madrugada (00-05),Viernes,8,1,0,3,0.9132,0.0862,0.0006,Bajo,0,4.4
Cuajimalpa de Morelos,Mañana (06-11),Viernes,8,0,0,3,0.7946,0.2009,0.0046,Bajo,0,10.5
Cuajimalpa de Morelos,Mañana (06-11),Viernes,8,1,0,3,0.7773,0.2181,0.0046,Bajo,0,11.4
Cuajimalpa de Morelos,Noche (18-23),Viernes,8,0,0,3,0.3762,0.5281,0.0956,Medio,1,36.0
Cuajimalpa de Morelos,Noche (18-23),Viernes,8,1,0,3,0.4011,0.5629,0.036,Medio,1,31.7
Cuajimalpa de Morelos,Tarde (12-17),Viernes,8,0,0,3,0.7879,0.2063,0.0059,Bajo,0,10.9
Cuajimalpa de Morelos,Tarde (12-17),Viernes,8,1,0,3,0.7495,0.2444,0.0062,Bajo,0,12.8
Cuajimalpa de Morelos,Madrugada (00-05),Domingo,9,0,1,3,0.8081,0.1861,0.0059,Bajo,0,9.9
Cuajimalpa de Morelos,Madrugada (00-05),Domingo,9,1,1,3,0.789,0.2039,0.0071,Bajo,0,10.9
Cuajimalpa de Morelos,Mañana (06-11),Domingo,9,0,1,3,0.8366,0.1606,0.0028,Bajo,0,8.3
Cuajimalpa de Morelos,Mañana (06-11),Domingo,9,1,1,3,0.8587,0.1384,0.0029,Bajo,0,7.2
Cuajimalpa de Morelos,Noche (18-23),Domingo,9,0,1,3,0.5969,0.3712,0.032,Bajo,0,21.8
Cuajimalpa de Morelos,Noche (18-23),Domingo,9,1,1,3,0.5146,0.4345,0.0509,Bajo,0,26.8
Cuajimalpa de Morelos,Tarde (12-17),Domingo,9,0,1,3,0.8027,0.1935,0.0038,Bajo,0,10.1
Cuajimalpa de Morelos,Tarde (12-17),Domingo,9,1,1,3,0.7651,0.2299,0.005,Bajo,0,12.0
Cuajimalpa de Morelos,Madrugada (00-05),Jueves,9,0,0,3,0.9558,0.0437,0.0005,Bajo,0,2.2
Cuajimalpa de Morelos,Madrugada (00-05),Jueves,9,1,0,3,0.9522,0.0473,0.0005,Bajo,0,2.4
Cuajimalpa de Morelos,Mañana (06-11),Jueves,9,0,0,3,0.7744,0.2178,0.0079,Bajo,0,11.7
Cuajimalpa de Morelos,Mañana (06-11),Jueves,9,1,0,3,0.7903,0.2024,0.0072,Bajo,0,10.8
Cuajimalpa de Morelos,Noche (18-23),Jueves,9,0,0,3,0.631,0.3328,0.0362,Bajo,0,20.3
Cuajimalpa de Morelos,Noche (18-23),Jueves,9,1,0,3,0.5704,0.3431,0.0866,Bajo,0,25.8
Cuajimalpa de Morelos,Tarde (12-17),Jueves,9,0,0,3,0.765,0.2272,0.0079,Bajo,0,12.1
Cuajimalpa de Morelos,Tarde (12-17),Jueves,9,1,0,3,0.7605,0.2307,0.0088,Bajo,0,12.4
Cuajimalpa de Morelos,Madrugada (00-05),Lunes,9,0,0,3,0.9484,0.0501,0.0014,Bajo,0,2.7
Cuajimalpa de Morelos,Madrugada (00-05),Lunes,9,1,0,3,0.9409,0.0575,0.0016,Bajo,0,3.0
Cuajimalpa de Morelos,Mañana (06-11),Lunes,9,0,0,3,0.8063,0.149,0.0447,Bajo,0,11.9
Cuajimalpa de Morelos,Mañana (06-11),Lunes,9,1,0,3,0.821,0.1405,0.0385,Bajo,0,10.9
Cuajimalpa de Morelos,Noche (18-23),Lunes,9,0,0,3,0.7614,0.2179,0.0207,Bajo,0,13.0
Cuajimalpa de Morelos,Noche (18-23),Lunes,9,1,0,3,0.7407,0.2316,0.0277,Bajo,0,14.3
Cuajimalpa de Morelos,Tarde (12-17),Lunes,9,0,0,3,0.7198,0.2564,0.0238,Bajo,0,15.2
Cuajimalpa de Morelos,Tarde (12-17),Lunes,9,1,0,3,0.6752,0.2989,0.0258,Bajo,0,17.5
Cuajimalpa de Morelos,Madrugada (00-05),Martes,9,0,0,3,0.9639,0.0358,0.0003,Bajo,0,1.8
Cuajimalpa de Morelos,Madrugada (00-05),Martes,9,1,0,3,0.9667,0.033,0.0003,Bajo,0,1.7
Cuajimalpa de Morelos,Mañana (06-11),Martes,9,0,0,3,0.7218,0.2684,0.0098,Bajo,0,14.4
Cuajimalpa de Morelos,Mañana (06-11),Martes,9,1,0,3,0.7787,0.2134,0.0079,Bajo,0,11.5
Cuajimalpa de Morelos,Noche (18-23),Martes,9,0,0,3,0.6164,0.3517,0.0319,Bajo,0,20.8
Cuajimalpa de Morelos,Noche (18-23),Martes,9,1,0,3,0.6342,0.3285,0.0373,Bajo,0,20.2
Cuajimalpa de Morelos,Tarde (12-17),Martes,9,0,0,3,0.7645,0.2291,0.0065,Bajo,0,12.1
Cuajimalpa de Morelos,Tarde (12-17),Martes,9,1,0,3,0.7693,0.2244,0.0063,Bajo,0,11.8
Cuajimalpa de Morelos,Madrugada (00-05),Miércoles,9,0,0,3,0.9675,0.0323,0.0002,Bajo,0,1.6
Cuajimalpa de Morelos,Madrugada (00-05),Miércoles,9,1,0,3,0.9653,0.0345,0.0002,Bajo,0,1.7
Cuajimalpa de Morelos,Mañana (06-11),Miércoles,9,0,0,3,0.8493,0.1449,0.0058,Bajo,0,7.8
Cuajimalpa de Morelos,Mañana (06-11),Miércoles,9,1,0,3,0.8617,0.1331,0.0052,Bajo,0,7.2
Cuajimalpa de Morelos,Noche (18-23),Miércoles,9,0,0,3,0.5902,0.397,0.0127,Bajo,0,21.1
Cuajimalpa de Morelos,Noche (18-23),Miércoles,9,1,0,3,0.5899,0.3947,0.0154,Bajo,0,21.3
Cuajimalpa de Morelos,Tarde (12-17),Miércoles,9,0,0,3,0.8134,0.1819,0.0047,Bajo,0,9.6
Cuajimalpa de Morelos,Tarde (12-17),Miércoles,9,1,0,3,0.7733,0.2213,0.0053,Bajo,0,11.6
Cuajimalpa de Morelos,Madrugada (00-05),Sábado,9,0,1,3,0.7425,0.2513,0.0062,Bajo,0,13.2
Cuajimalpa de Morelos,Madrugada (00-05),Sábado,9,1,1,3,0.6997,0.2924,0.0079,Bajo,0,15.4
Cuajimalpa de Morelos,Mañana (06-11),Sábado,9,0,1,3,0.7475,0.2459,0.0066,Bajo,0,13.0
Cuajimalpa de Morelos,Mañana (06-11),Sábado,9,1,1,3,0.7845,0.2091,0.0064,Bajo,0,11.1
Cuajimalpa de Morelos,Noche (18-23),Sábado,9,0,1,3,0.5908,0.369,0.0401,Bajo,0,22.5
Cuajimalpa de Morelos,Noche (18-23),Sábado,9,1,1,3,0.4224,0.4909,0.0868,Medio,1,33.2
Cuajimalpa de Morelos,Tarde (12-17),Sábado,9,0,1,3,0.7812,0.2108,0.008,Bajo,0,11.3
Cuajimalpa de Morelos,Tarde (12-17),Sábado,9,1,1,3,0.6902,0.2989,0.0109,Bajo,0,16.0
Cuajimalpa de Morelos,Madrugada (00-05),Viernes,9,0,0,3,0.9355,0.064,0.0006,Bajo,0,3.3
Cuajimalpa de Morelos,Madrugada (00-05),Viernes,9,1,0,3,0.8914,0.1078,0.0008,Bajo,0,5.5
Cuajimalpa de Morelos,Mañana (06-11),Viernes,9,0,0,3,0.7824,0.2116,0.006,Bajo,0,11.2
Cuajimalpa de Morelos,Mañana (06-11),Viernes,9,1,0,3,0.712,0.2817,0.0063,Bajo,0,14.7
Cuajimalpa de Morelos,Noche (18-23),Viernes,9,0,0,3,0.5003,0.4527,0.047,Bajo,0,27.3
Cuajimalpa de Morelos,Noche (18-23),Viernes,9,1,0,3,0.3682,0.583,0.0488,Medio,1,34.0
Cuajimalpa de Morelos,Tarde (12-17),Viernes,9,0,0,3,0.7384,0.2541,0.0075,Bajo,0,13.5
Cuajimalpa de Morelos,Tarde (12-17),Viernes,9,1,0,3,0.6189,0.3714,0.0098,Bajo,0,19.5
Cuajimalpa de Morelos,Madrugada (00-05),Domingo,10,0,1,4,0.7332,0.2606,0.0062,Bajo,0,13.6
Cuajimalpa de Morelos,Madrugada (00-05),Domingo,10,1,1,4,0.7045,0.2877,0.0079,Bajo,0,15.2
Cuajimalpa de Morelos,Mañana (06-11),Domingo,10,0,1,4,0.7632,0.2338,0.003,Bajo,0,12.0
Cuajimalpa de Morelos,Mañana (06-11),Domingo,10,1,1,4,0.8214,0.1755,0.0031,Bajo,0,9.1
Cuajimalpa de Morelos,Noche (18-23),Domingo,10,0,1,4,0.4851,0.5,0.0149,Medio,1,26.5
Cuajimalpa de Morelos,Noche (18-23),Domingo,10,1,1,4,0.4166,0.5637,0.0196,Medio,1,30.2
Cuajimalpa de Morelos,Tarde (12-17),Domingo,10,0,1,4,0.6985,0.2969,0.0046,Bajo,0,15.3
Cuajimalpa de Morelos,Tarde (12-17),Domingo,10,1,1,4,0.6466,0.3474,0.006,Bajo,0,18.0
Cuajimalpa de Morelos,Madrugada (00-05),Jueves,10,0,0,4,0.9399,0.0596,0.0005,Bajo,0,3.0
Cuajimalpa de Morelos,Madrugada (00-05),Jueves,10,1,0,4,0.9353,0.0642,0.0005,Bajo,0,3.3
Cuajimalpa de Morelos,Mañana (06-11),Jueves,10,0,0,4,0.6433,0.3489,0.0078,Bajo,0,18.2
Cuajimalpa de Morelos,Mañana (06-11),Jueves,10,1,0,4,0.6664,0.3257,0.0079,Bajo,0,17.1
Cuajimalpa de Morelos,Noche (18-23),Jueves,10,0,0,4,0.5905,0.3944,0.015,Bajo,0,21.2
Cuajimalpa de Morelos,Noche (18-23),Jueves,10,1,0,4,0.5684,0.4024,0.0292,Bajo,0,23.0
Cuajimalpa de Morelos,Tarde (12-17),Jueves,10,0,0,4,0.69,0.3012,0.0087,Bajo,0,15.9
Cuajimalpa de Morelos,Tarde (12-17),Jueves,10,1,0,4,0.6815,0.3086,0.0098,Bajo,0,16.4
Cuajimalpa de Morelos,Madrugada (00-05),Lunes,10,0,0,4,0.9355,0.063,0.0015,Bajo,0,3.3
Cuajimalpa de Morelos,Madrugada (00-05),Lunes,10,1,0,4,0.9253,0.0733,0.0014,Bajo,0,3.8
Cuajimalpa de Morelos,Mañana (06-11),Lunes,10,0,0,4,0.7432,0.2129,0.044,Bajo,0,15.0
Cuajimalpa de Morelos,Mañana (06-11),Lunes,10,1,0,4,0.7787,0.1892,0.0321,Bajo,0,12.7
Cuajimalpa de Morelos,Noche (18-23),Lunes,10,0,0,4,0.7229,0.264,0.0131,Bajo,0,14.5
Cuajimalpa de Morelos,Noche (18-23),Lunes,10,1,0,4,0.7075,0.2801,0.0124,Bajo,0,15.2
Cuajimalpa de Morelos,Tarde (12-17),Lunes,10,0,0,4,0.6604,0.314,0.0256,Bajo,0,18.3
Cuajimalpa de Morelos,Tarde (12-17),Lunes,10,1,0,4,0.613,0.3657,0.0213,Bajo,0,20.4
Cuajimalpa de Morelos,Madrugada (00-05),Martes,10,0,0,4,0.9492,0.0505,0.0003,Bajo,0,2.6
Cuajimalpa de Morelos,Madrugada (00-05),Martes,10,1,0,4,0.9571,0.0426,0.0003,Bajo,0,2.2
Cuajimalpa de Morelos,Mañana (06-11),Martes,10,0,0,4,0.5923,0.3975,0.0102,Bajo,0,20.9
Cuajimalpa de Morelos,Mañana (06-11),Martes,10,1,0,4,0.7075,0.2833,0.0092,Bajo,0,15.1
Cuajimalpa de Morelos,Noche (18-23),Martes,10,0,0,4,0.5576,0.4278,0.0146,Bajo,0,22.9
Cuajimalpa de Morelos,Noche (18-23),Martes,10,1,0,4,0.6035,0.3819,0.0146,Bajo,0,20.6
Cuajimalpa de Morelos,Tarde (12-17),Martes,10,0,0,4,0.6392,0.353,0.0078,Bajo,0,18.4
Cuajimalpa de Morelos,Tarde (12-17),Martes,10,1,0,4,0.6796,0.3132,0.0073,Bajo,0,16.4
Cuajimalpa de Morelos,Madrugada (00-05),Miércoles,10,0,0,4,0.9557,0.0441,0.0002,Bajo,0,2.2
Cuajimalpa de Morelos,Madrugada (00-05),Miércoles,10,1,0,4,0.9522,0.0475,0.0003,Bajo,0,2.4
Cuajimalpa de Morelos,Mañana (06-11),Miércoles,10,0,0,4,0.802,0.1931,0.0049,Bajo,0,10.1
Cuajimalpa de Morelos,Mañana (06-11),Miércoles,10,1,0,4,0.8255,0.169,0.0055,Bajo,0,9.0
Cuajimalpa de Morelos,Noche (18-23),Miércoles,10,0,0,4,0.5098,0.481,0.0092,Bajo,0,25.0
Cuajimalpa de Morelos,Noche (18-23),Miércoles,10,1,0,4,0.5146,0.4759,0.0094,Bajo,0,24.7
Cuajimalpa de Morelos,Tarde (12-17),Miércoles,10,0,0,4,0.7478,0.2469,0.0054,Bajo,0,12.9
Cuajimalpa de Morelos,Tarde (12-17),Miércoles,10,1,0,4,0.6889,0.3051,0.006,Bajo,0,15.9
Cuajimalpa de Morelos,Madrugada (00-05),Sábado,10,0,1,4,0.6926,0.3007,0.0066,Bajo,0,15.7
Cuajimalpa de Morelos,Madrugada (00-05),Sábado,10,1,1,4,0.6293,0.3616,0.0091,Bajo,0,19.0
