alcaldia_catalogo,franja,dia_semana,mes,quincena,finde,trimestre,prob_bajo,prob_medio,prob_alto,nivel_riesgo,nivel_codigo,indice_riesgo
La Magdalena Contreras,Tarde (12-17),Miércoles,6,0,0,2,0.777,0.2201,0.0028,Bajo,0,11.3
La Magdalena Contreras,Tarde (12-17),Miércoles,6,1,0,2,0.7758,0.2214,0.0028,Bajo,0,11.4
La Magdalena Contreras,Madrugada (00-05),Sábado,6,0,1,2,0.7837,0.2133,0.003,Bajo,0,11.0
La Magdalena Contreras,Madrugada (00-05),Sábado,6,1,1,2,0.8067,0.1901,0.0032,Bajo,0,9.8
La Magdalena Contreras,Mañana (06-11),Sábado,6,0,1,2,0.8752,0.1231,0.0017,Bajo,0,6.3
La Magdalena Contreras,Mañana (06-11),Sábado,6,1,1,2,0.8972,0.1011,0.0017,Bajo,0,5.2
La Magdalena Contreras,Noche (18-23),Sábado,6,0,1,2,0.5971,0.3823,0.0206,Bajo,0,21.2
La Magdalena Contreras,Noche (18-23),Sábado,6,1,1,2,0.5856,0.3793,0.0351,Bajo,0,22.5
La Magdalena Contreras,Tarde (12-17),Sábado,6,0,1,2,0.7326,0.2608,0.0066,Bajo,0,13.7
La Magdalena Contreras,Tarde (12-17),Sábado,6,1,1,2,0.7513,0.2417,0.0071,Bajo,0,12.8
La Magdalena Contreras,Madrugada (00-05),Viernes,6,0,0,2,0.9462,0.0536,0.0002,Bajo,0,2.7
La Magdalena Contreras,Madrugada (00-05),Viernes,6,1,0,2,0.9343,0.0654,0.0003,Bajo,0,3.3
La Magdalena Contreras,Mañana (06-11),Viernes,6,0,0,2,0.8747,0.1236,0.0017,Bajo,0,6.3
La Magdalena Contreras,Mañana (06-11),Viernes,6,1,0,2,0.8315,0.1666,0.0019,Bajo,0,8.5
La Magdalena Contreras,Noche (18-23),Viernes,6,0,0,2,0.5707,0.3934,0.0359,Bajo,0,23.3
La Magdalena Contreras,Noche (18-23),Viernes,6,1,0,2,0.5876,0.388,0.0244,Bajo,0,21.8
La Magdalena Contreras,Tarde (12-17),Viernes,6,0,0,2,0.7369,0.2596,0.0035,Bajo,0,13.3
La Magdalena Contreras,Tarde (12-17),Viernes,6,1,0,2,0.6992,0.2978,0.003,Bajo,0,15.2
La Magdalena Contreras,Madrugada (00-05),Domingo,7,0,1,3,0.6856,0.3117,0.0027,Bajo,0,15.9
La Magdalena Contreras,Madrugada (00-05),Domingo,7,1,1,3,0.7138,0.2834,0.0029,Bajo,0,14.5
La Magdalena Contreras,Mañana (06-11),Domingo,7,0,1,3,0.8563,0.1429,0.0008,Bajo,0,7.2
La Magdalena Contreras,Mañana (06-11),Domingo,7,1,1,3,0.8737,0.1255,0.0008,Bajo,0,6.4
La Magdalena Contreras,Noche (18-23),Domingo,7,0,1,3,0.5672,0.4172,0.0155,Bajo,0,22.4
La Magdalena Contreras,Noche (18-23),Domingo,7,1,1,3,0.5669,0.4217,0.0115,Bajo,0,22.2
La Magdalena Contreras,Tarde (12-17),Domingo,7,0,1,3,0.7125,0.2854,0.0021,Bajo,0,14.5
La Magdalena Contreras,Tarde (12-17),Domingo,7,1,1,3,0.7392,0.2586,0.0023,Bajo,0,13.2
La Magdalena Contreras,Madrugada (00-05),Jueves,7,0,0,3,0.9458,0.054,1e-04,Bajo,0,2.7
La Magdalena Contreras,Madrugada (00-05),Jueves,7,1,0,3,0.959,0.0409,1e-04,Bajo,0,2.1
La Magdalena Contreras,Mañana (06-11),Jueves,7,0,0,3,0.8291,0.1692,0.0016,Bajo,0,8.6
La Magdalena Contreras,Mañana (06-11),Jueves,7,1,0,3,0.8622,0.136,0.0018,Bajo,0,7.0
La Magdalena Contreras,Noche (18-23),Jueves,7,0,0,3,0.5955,0.3879,0.0165,Bajo,0,21.0
La Magdalena Contreras,Noche (18-23),Jueves,7,1,0,3,0.6403,0.3512,0.0085,Bajo,0,18.4
La Magdalena Contreras,Tarde (12-17),Jueves,7,0,0,3,0.6731,0.3243,0.0026,Bajo,0,16.5
La Magdalena Contreras,Tarde (12-17),Jueves,7,1,0,3,0.7467,0.2506,0.0027,Bajo,0,12.8
La Magdalena Contreras,Madrugada (00-05),Lunes,7,0,0,3,0.9322,0.0676,0.0002,Bajo,0,3.4
La Magdalena Contreras,Madrugada (00-05),Lunes,7,1,0,3,0.9435,0.0563,0.0002,Bajo,0,2.8
La Magdalena Contreras,Mañana (06-11),Lunes,7,0,0,3,0.8294,0.1684,0.0022,Bajo,0,8.6
La Magdalena Contreras,Mañana (06-11),Lunes,7,1,0,3,0.8291,0.1687,0.0023,Bajo,0,8.7
La Magdalena Contreras,Noche (18-23),Lunes,7,0,0,3,0.5901,0.4002,0.0097,Bajo,0,21.0
La Magdalena Contreras,Noche (18-23),Lunes,7,1,0,3,0.6447,0.3475,0.0078,Bajo,0,18.2
La Magdalena Contreras,Tarde (12-17),Lunes,7,0,0,3,0.6713,0.3259,0.0027,Bajo,0,16.6
La Magdalena Contreras,Tarde (12-17),Lunes,7,1,0,3,0.719,0.2781,0.0029,Bajo,0,14.2
La Magdalena Contreras,Madrugada (00-05),Martes,7,0,0,3,0.9734,0.0265,1e-04,Bajo,0,1.3
La Magdalena Contreras,Madrugada (00-05),Martes,7,1,0,3,0.9753,0.0246,1e-04,Bajo,0,1.2
La Magdalena Contreras,Mañana (06-11),Martes,7,0,0,3,0.8394,0.1588,0.0018,Bajo,0,8.1
La Magdalena Contreras,Mañana (06-11),Martes,7,1,0,3,0.8431,0.1547,0.0021,Bajo,0,8.0
La Magdalena Contreras,Noche (18-23),Martes,7,0,0,3,0.6893,0.3014,0.0093,Bajo,0,16.0
La Magdalena Contreras,Noche (18-23),Martes,7,1,0,3,0.6863,0.308,0.0057,Bajo,0,16.0
La Magdalena Contreras,Tarde (12-17),Martes,7,0,0,3,0.7928,0.2051,0.0021,Bajo,0,10.5
La Magdalena Contreras,Tarde (12-17),Martes,7,1,0,3,0.794,0.2037,0.0023,Bajo,0,10.4
La Magdalena Contreras,Madrugada (00-05),Miércoles,7,0,0,3,0.9681,0.0317,1e-04,Bajo,0,1.6
La Magdalena Contreras,Madrugada (00-05),Miércoles,7,1,0,3,0.9712,0.0287,1e-04,Bajo,0,1.4
La Magdalena Contreras,Mañana (06-11),Miércoles,7,0,0,3,0.8958,0.1027,0.0014,Bajo,0,5.3
La Magdalena Contreras,Mañana (06-11),Miércoles,7,1,0,3,0.8834,0.1146,0.002,Bajo,0,5.9
La Magdalena Contreras,Noche (18-23),Miércoles,7,0,0,3,0.6264,0.3642,0.0094,Bajo,0,19.1
La Magdalena Contreras,Noche (18-23),Miércoles,7,1,0,3,0.6681,0.3255,0.0064,Bajo,0,16.9
La Magdalena Contreras,Tarde (12-17),Miércoles,7,0,0,3,0.8107,0.1867,0.0026,Bajo,0,9.6
La Magdalena Contreras,Tarde (12-17),Miércoles,7,1,0,3,0.8097,0.1876,0.0028,Bajo,0,9.7
La Magdalena Contreras,Madrugada (00-05),Sábado,7,0,1,3,0.6316,0.3657,0.0027,Bajo,0,18.6
La Magdalena Contreras,Madrugada (00-05),Sábado,7,1,1,3,0.6719,0.325,0.003,Bajo,0,16.6
La Magdalena Contreras,Mañana (06-11),Sábado,7,0,1,3,0.7804,0.218,0.0016,Bajo,0,11.1
La Magdalena Contreras,Mañana (06-11),Sábado,7,1,1,3,0.814,0.1844,0.0016,Bajo,0,9.4
La Magdalena Contreras,Noche (18-23),Sábado,7,0,1,3,0.5946,0.3936,0.0118,Bajo,0,20.9
La Magdalena Contreras,Noche (18-23),Sábado,7,1,1,3,0.5166,0.4636,0.0197,Bajo,0,25.2
La Magdalena Contreras,Tarde (12-17),Sábado,7,0,1,3,0.5815,0.4119,0.0067,Bajo,0,21.3
La Magdalena Contreras,Tarde (12-17),Sábado,7,1,1,3,0.6144,0.3781,0.0075,Bajo,0,19.7
La Magdalena Contreras,Madrugada (00-05),Viernes,7,0,0,3,0.9428,0.057,0.0002,Bajo,0,2.9
La Magdalena Contreras,Madrugada (00-05),Viernes,7,1,0,3,0.9356,0.0641,0.0002,Bajo,0,3.2
La Magdalena Contreras,Mañana (06-11),Viernes,7,0,0,3,0.873,0.1255,0.0015,Bajo,0,6.4
La Magdalena Contreras,Mañana (06-11),Viernes,7,1,0,3,0.8429,0.1555,0.0016,Bajo,0,7.9
La Magdalena Contreras,Noche (18-23),Viernes,7,0,0,3,0.5879,0.3864,0.0256,Bajo,0,21.9
La Magdalena Contreras,Noche (18-23),Viernes,7,1,0,3,0.629,0.3557,0.0153,Bajo,0,19.3
La Magdalena Contreras,Tarde (12-17),Viernes,7,0,0,3,0.7026,0.2942,0.0032,Bajo,0,15.0
La Magdalena Contreras,Tarde (12-17),Viernes,7,1,0,3,0.6666,0.3304,0.003,Bajo,0,16.8
La Magdalena Contreras,Madrugada (00-05),Domingo,8,0,1,3,0.7964,0.2007,0.0029,Bajo,0,10.3
La Magdalena Contreras,Madrugada (00-05),Domingo,8,1,1,3,0.8025,0.1945,0.003,Bajo,0,10.0
La Magdalena Contreras,Mañana (06-11),Domingo,8,0,1,3,0.8973,0.102,0.0007,Bajo,0,5.2
La Magdalena Contreras,Mañana (06-11),Domingo,8,1,1,3,0.903,0.0962,0.0008,Bajo,0,4.9
La Magdalena Contreras,Noche (18-23),Domingo,8,0,1,3,0.7125,0.2698,0.0177,Bajo,0,15.3
La Magdalena Contreras,Noche (18-23),Domingo,8,1,1,3,0.6634,0.3241,0.0124,Bajo,0,17.5
La Magdalena Contreras,Tarde (12-17),Domingo,8,0,1,3,0.8175,0.1805,0.002,Bajo,0,9.2
La Magdalena Contreras,Tarde (12-17),Domingo,8,1,1,3,0.8212,0.1766,0.0021,Bajo,0,9.0
La Magdalena Contreras,Madrugada (00-05),Jueves,8,0,0,3,0.9688,0.031,1e-04,Bajo,0,1.6
La Magdalena Contreras,Madrugada (00-05),Jueves,8,1,0,3,0.9726,0.0272,1e-04,Bajo,0,1.4
La Magdalena Contreras,Mañana (06-11),Jueves,8,0,0,3,0.8799,0.1182,0.0019,Bajo,0,6.1
La Magdalena Contreras,Mañana (06-11),Jueves,8,1,0,3,0.8921,0.1058,0.0021,Bajo,0,5.5
La Magdalena Contreras,Noche (18-23),Jueves,8,0,0,3,0.7313,0.2462,0.0225,Bajo,0,14.6
La Magdalena Contreras,Noche (18-23),Jueves,8,1,0,3,0.7231,0.2668,0.0101,Bajo,0,14.4
La Magdalena Contreras,Tarde (12-17),Jueves,8,0,0,3,0.8021,0.1949,0.0029,Bajo,0,10.0
La Magdalena Contreras,Tarde (12-17),Jueves,8,1,0,3,0.8302,0.1669,0.0029,Bajo,0,8.6
La Magdalena Contreras,Madrugada (00-05),Lunes,8,0,0,3,0.9604,0.0394,0.0002,Bajo,0,2.0
La Magdalena Contreras,Madrugada (00-05),Lunes,8,1,0,3,0.9648,0.0349,0.0002,Bajo,0,1.8
La Magdalena Contreras,Mañana (06-11),Lunes,8,0,0,3,0.8694,0.1282,0.0025,Bajo,0,6.7
La Magdalena Contreras,Mañana (06-11),Lunes,8,1,0,3,0.8861,0.1115,0.0025,Bajo,0,5.8
La Magdalena Contreras,Noche (18-23),Lunes,8,0,0,3,0.7387,0.2472,0.0141,Bajo,0,13.8
La Magdalena Contreras,Noche (18-23),Lunes,8,1,0,3,0.7395,0.2505,0.01,Bajo,0,13.5
La Magdalena Contreras,Tarde (12-17),Lunes,8,0,0,3,0.8035,0.1932,0.0033,Bajo,0,10.0
La Magdalena Contreras,Tarde (12-17),Lunes,8,1,0,3,0.8219,0.1746,0.0035,Bajo,0,9.1
La Magdalena Contreras,Madrugada (00-05),Martes,8,0,0,3,0.9867,0.0133,1e-04,Bajo,0,0.7
La Magdalena Contreras,Madrugada (00-05),Martes,8,1,0,3,0.9861,0.0138,1e-04,Bajo,0,0.7
La Magdalena Contreras,Mañana (06-11),Martes,8,0,0,3,0.9028,0.095,0.0022,Bajo,0,5.0
La Magdalena Contreras,Mañana (06-11),Martes,8,1,0,3,0.9012,0.0963,0.0025,Bajo,0,5.1
La Magdalena Contreras,Noche (18-23),Martes,8,0,0,3,0.8064,0.1819,0.0116,Bajo,0,10.3
La Magdalena Contreras,Noche (18-23),Martes,8,1,0,3,0.7554,0.2381,0.0065,Bajo,0,12.6
La Magdalena Contreras,Tarde (12-17),Martes,8,0,0,3,0.9066,0.0913,0.0021,Bajo,0,4.8
La Magdalena Contreras,Tarde (12-17),Martes,8,1,0,3,0.8905,0.1071,0.0024,Bajo,0,5.6
La Magdalena Contreras,Madrugada (00-05),Miércoles,8,0,0,3,0.9799,0.02,1e-04,Bajo,0,1.0
La Magdalena Contreras,Madrugada (00-05),Miércoles,8,1,0,3,0.9798,0.0201,1e-04,Bajo,0,1.0
La Magdalena Contreras,Mañana (06-11),Miércoles,8,0,0,3,0.9061,0.0918,0.0021,Bajo,0,4.8
La Magdalena Contreras,Mañana (06-11),Miércoles,8,1,0,3,0.9072,0.0906,0.0023,Bajo,0,4.8
La Magdalena Contreras,Noche (18-23),Miércoles,8,0,0,3,0.7495,0.2382,0.0123,Bajo,0,13.1
La Magdalena Contreras,Noche (18-23),Miércoles,8,1,0,3,0.7342,0.2587,0.0071,Bajo,0,13.6
La Magdalena Contreras,Tarde (12-17),Miércoles,8,0,0,3,0.8769,0.1204,0.0027,Bajo,0,6.3
La Magdalena Contreras,Tarde (12-17),Miércoles,8,1,0,3,0.8527,0.1444,0.0029,Bajo,0,7.5
La Magdalena Contreras,Madrugada (00-05),Sábado,8,0,1,3,0.8136,0.1831,0.0033,Bajo,0,9.5
La Magdalena Contreras,Madrugada (00-05),Sábado,8,1,1,3,0.8172,0.1792,0.0036,Bajo,0,9.3
La Magdalena Contreras,Mañana (06-11),Sábado,8,0,1,3,0.8954,0.1029,0.0016,Bajo,0,5.3
La Magdalena Contreras,Mañana (06-11),Sábado,8,1,1,3,0.9057,0.0927,0.0016,Bajo,0,4.8
La Magdalena Contreras,Noche (18-23),Sábado,8,0,1,3,0.7377,0.2499,0.0123,Bajo,0,13.7
La Magdalena Contreras,Noche (18-23),Sábado,8,1,1,3,0.6427,0.3364,0.0209,Bajo,0,18.9
La Magdalena Contreras,Tarde (12-17),Sábado,8,0,1,3,0.7368,0.2565,0.0067,Bajo,0,13.5
La Magdalena Contreras,Tarde (12-17),Sábado,8,1,1,3,0.7274,0.2652,0.0075,Bajo,0,14.0
La Magdalena Contreras,Madrugada (00-05),Viernes,8,0,0,3,0.967,0.0328,0.0002,Bajo,0,1.7
La Magdalena Contreras,Madrugada (00-05),Viernes,8,1,0,3,0.964,0.0358,0.0002,Bajo,0,1.8
La Magdalena Contreras,Mañana (06-11),Viernes,8,0,0,3,0.9133,0.0852,0.0015,Bajo,0,4.4
La Magdalena Contreras,Mañana (06-11),Viernes,8,1,0,3,0.8993,0.099,0.0017,Bajo,0,5.1
La Magdalena Contreras,Noche (18-23),Viernes,8,0,0,3,0.5409,0.4141,0.0449,Bajo,0,25.2
La Magdalena Contreras,Noche (18-23),Viernes,8,1,0,3,0.6212,0.3571,0.0218,Bajo,0,20.0
La Magdalena Contreras,Tarde (12-17),Viernes,8,0,0,3,0.8292,0.1676,0.0032,Bajo,0,8.7
La Magdalena Contreras,Tarde (12-17),Viernes,8,1,0,3,0.8073,0.1895,0.0031,Bajo,0,9.8
La Magdalena Contreras,Madrugada (00-05),Domingo,9,0,1,3,0.7733,0.2231,0.0035,Bajo,0,11.5
La Magdalena Contreras,Madrugada (00-05),Domingo,9,1,1,3,0.7687,0.228,0.0033,Bajo,0,11.7
La Magdalena Contreras,Mañana (06-11),Domingo,9,0,1,3,0.8707,0.1285,0.0009,Bajo,0,6.5
La Magdalena Contreras,Mañana (06-11),Domingo,9,1,1,3,0.8775,0.1217,0.0008,Bajo,0,6.2
La Magdalena Contreras,Noche (18-23),Domingo,9,0,1,3,0.6492,0.3249,0.0259,Bajo,0,18.8
La Magdalena Contreras,Noche (18-23),Domingo,9,1,1,3,0.5894,0.3917,0.0189,Bajo,0,21.5
La Magdalena Contreras,Tarde (12-17),Domingo,9,0,1,3,0.833,0.1648,0.0022,Bajo,0,8.5
La Magdalena Contreras,Tarde (12-17),Domingo,9,1,1,3,0.8225,0.1753,0.0022,Bajo,0,9.0
La Magdalena Contreras,Madrugada (00-05),Jueves,9,0,0,3,0.9398,0.06,0.0002,Bajo,0,3.0
La Magdalena Contreras,Madrugada (00-05),Jueves,9,1,0,3,0.9618,0.038,0.0002,Bajo,0,1.9
La Magdalena Contreras,Mañana (06-11),Jueves,9,0,0,3,0.6918,0.3044,0.0039,Bajo,0,15.6
La Magdalena Contreras,Mañana (06-11),Jueves,9,1,0,3,0.8046,0.1924,0.003,Bajo,0,9.9
La Magdalena Contreras,Noche (18-23),Jueves,9,0,0,3,0.5211,0.4357,0.0431,Bajo,0,26.1
La Magdalena Contreras,Noche (18-23),Jueves,9,1,0,3,0.6006,0.3816,0.0178,Bajo,0,20.9
La Magdalena Contreras,Tarde (12-17),Jueves,9,0,0,3,0.7084,0.2874,0.0043,Bajo,0,14.8
La Magdalena Contreras,Tarde (12-17),Jueves,9,1,0,3,0.7937,0.2024,0.004,Bajo,0,10.5
La Magdalena Contreras,Madrugada (00-05),Lunes,9,0,0,3,0.9564,0.0433,0.0003,Bajo,0,2.2
La Magdalena Contreras,Madrugada (00-05),Lunes,9,1,0,3,0.9539,0.0458,0.0003,Bajo,0,2.3
La Magdalena Contreras,Mañana (06-11),Lunes,9,0,0,3,0.7772,0.2171,0.0057,Bajo,0,11.4
La Magdalena Contreras,Mañana (06-11),Lunes,9,1,0,3,0.8129,0.183,0.0042,Bajo,0,9.6
La Magdalena Contreras,Noche (18-23),Lunes,9,0,0,3,0.6639,0.2978,0.0383,Bajo,0,18.7
La Magdalena Contreras,Noche (18-23),Lunes,9,1,0,3,0.6452,0.3282,0.0266,Bajo,0,19.1
La Magdalena Contreras,Tarde (12-17),Lunes,9,0,0,3,0.7722,0.2229,0.005,Bajo,0,11.6
La Magdalena Contreras,Tarde (12-17),Lunes,9,1,0,3,0.7584,0.2369,0.0047,Bajo,0,12.3
La Magdalena Contreras,Madrugada (00-05),Martes,9,0,0,3,0.9813,0.0186,1e-04,Bajo,0,0.9
La Magdalena Contreras,Madrugada (00-05),Martes,9,1,0,3,0.9793,0.0206,1e-04,Bajo,0,1.0
La Magdalena Contreras,Mañana (06-11),Martes,9,0,0,3,0.7997,0.1952,0.0051,Bajo,0,10.3
La Magdalena Contreras,Mañana (06-11),Martes,9,1,0,3,0.8251,0.1709,0.004,Bajo,0,8.9
La Magdalena Contreras,Noche (18-23),Martes,9,0,0,3,0.7098,0.2612,0.0289,Bajo,0,16.0
La Magdalena Contreras,Noche (18-23),Martes,9,1,0,3,0.6482,0.3387,0.0131,Bajo,0,18.2
La Magdalena Contreras,Tarde (12-17),Martes,9,0,0,3,0.8808,0.1158,0.0035,Bajo,0,6.1
La Magdalena Contreras,Tarde (12-17),Martes,9,1,0,3,0.8613,0.1355,0.0032,Bajo,0,7.1
La Magdalena Contreras,Madrugada (00-05),Miércoles,9,0,0,3,0.9792,0.0206,0.0002,Bajo,0,1.0
La Magdalena Contreras,Madrugada (00-05),Miércoles,9,1,0,3,0.978,0.0218,1e-04,Bajo,0,1.1
La Magdalena Contreras,Mañana (06-11),Miércoles,9,0,0,3,0.8348,0.1606,0.0046,Bajo,0,8.5
La Magdalena Contreras,Mañana (06-11),Miércoles,9,1,0,3,0.8608,0.1358,0.0034,Bajo,0,7.1
La Magdalena Contreras,Noche (18-23),Miércoles,9,0,0,3,0.7021,0.2746,0.0232,Bajo,0,16.1
La Magdalena Contreras,Noche (18-23),Miércoles,9,1,0,3,0.6886,0.2998,0.0116,Bajo,0,16.1
La Magdalena Contreras,Tarde (12-17),Miércoles,9,0,0,3,0.8755,0.1205,0.0039,Bajo,0,6.4
La Magdalena Contreras,Tarde (12-17),Miércoles,9,1,0,3,0.8492,0.1469,0.0039,Bajo,0,7.7
La Magdalena Contreras,Madrugada (00-05),Sábado,9,0,1,3,0.7978,0.1976,0.0046,Bajo,0,10.3
La Magdalena Contreras,Madrugada (00-05),Sábado,9,1,1,3,0.8007,0.1947,0.0046,Bajo,0,10.2
La Magdalena Contreras,Mañana (06-11),Sábado,9,0,1,3,0.8723,0.1253,0.0024,Bajo,0,6.5
La Magdalena Contreras,Mañana (06-11),Sábado,9,1,1,3,0.888,0.1099,0.0021,Bajo,0,5.7
La Magdalena Contreras,Noche (18-23),Sábado,9,0,1,3,0.7287,0.2512,0.0201,Bajo,0,14.6
La Magdalena Contreras,Noche (18-23),Sábado,9,1,1,3,0.6297,0.333,0.0373,Bajo,0,20.4
La Magdalena Contreras,Tarde (12-17),Sábado,9,0,1,3,0.7436,0.2465,0.0099,Bajo,0,13.3
La Magdalena Contreras,Tarde (12-17),Sábado,9,1,1,3,0.7336,0.2562,0.0101,Bajo,0,13.8
La Magdalena Contreras,Madrugada (00-05),Viernes,9,0,0,3,0.961,0.0388,0.0002,Bajo,0,2.0
La Magdalena Contreras,Madrugada (00-05),Viernes,9,1,0,3,0.9547,0.045,0.0002,Bajo,0,2.3
La Magdalena Contreras,Mañana (06-11),Viernes,9,0,0,3,0.8453,0.1518,0.0029,Bajo,0,7.9
La Magdalena Contreras,Mañana (06-11),Viernes,9,1,0,3,0.8425,0.1552,0.0023,Bajo,0,8.0
La Magdalena Contreras,Noche (18-23),Viernes,9,0,0,3,0.4991,0.4576,0.0432,Bajo,0,27.2
La Magdalena Contreras,Noche (18-23),Viernes,9,1,0,3,0.5562,0.4226,0.0212,Bajo,0,23.2
La Magdalena Contreras,Tarde (12-17),Viernes,9,0,0,3,0.7843,0.211,0.0047,Bajo,0,11.0
La Magdalena Contreras,Tarde (12-17),Viernes,9,1,0,3,0.7467,0.2489,0.0044,Bajo,0,12.9
La Magdalena Contreras,Madrugada (00-05),Domingo,10,0,1,4,0.622,0.373,0.005,Bajo,0,19.1
La Magdalena Contreras,Madrugada (00-05),Domingo,10,1,1,4,0.6221,0.3723,0.0057,Bajo,0,19.2
La Magdalena Contreras,Mañana (06-11),Domingo,10,0,1,4,0.8214,0.1775,0.0011,Bajo,0,9.0
La Magdalena Contreras,Mañana (06-11),Domingo,10,1,1,4,0.8285,0.1703,0.0012,Bajo,0,8.6
La Magdalena Contreras,Noche (18-23),Domingo,10,0,1,4,0.5383,0.4332,0.0284,Bajo,0,24.5
La Magdalena Contreras,Noche (18-23),Domingo,10,1,1,4,0.4815,0.4955,0.023,Medio,1,27.1
La Magdalena Contreras,Tarde (12-17),Domingo,10,0,1,4,0.6313,0.3647,0.004,Bajo,0,18.6
La Magdalena Contreras,Tarde (12-17),Domingo,10,1,1,4,0.621,0.3744,0.0047,Bajo,0,19.2
La Magdalena Contreras,Madrugada (00-05),Jueves,10,0,0,4,0.8923,0.1074,0.0003,Bajo,0,5.4
La Magdalena Contreras,Madrugada (00-05),Jueves,10,1,0,4,0.9317,0.068,0.0003,Bajo,0,3.4
La Magdalena Contreras,Mañana (06-11),Jueves,10,0,0,4,0.5693,0.4266,0.0042,Bajo,0,21.7
La Magdalena Contreras,Mañana (06-11),Jueves,10,1,0,4,0.7276,0.2682,0.0042,Bajo,0,13.8
La Magdalena Contreras,Noche (18-23),Jueves,10,0,0,4,0.4525,0.5022,0.0453,Medio,1,29.6
La Magdalena Contreras,Noche (18-23),Jueves,10,1,0,4,0.5256,0.4513,0.0231,Bajo,0,24.9
La Magdalena Contreras,Tarde (12-17),Jueves,10,0,0,4,0.4425,0.551,0.0064,Medio,1,28.2
La Magdalena Contreras,Tarde (12-17),Jueves,10,1,0,4,0.562,0.4304,0.0077,Bajo,0,22.3
La Magdalena Contreras,Madrugada (00-05),Lunes,10,0,0,4,0.94,0.0595,0.0005,Bajo,0,3.0
La Magdalena Contreras,Madrugada (00-05),Lunes,10,1,0,4,0.9397,0.0598,0.0005,Bajo,0,3.0
La Magdalena Contreras,Mañana (06-11),Lunes,10,0,0,4,0.7251,0.2695,0.0054,Bajo,0,14.0
La Magdalena Contreras,Mañana (06-11),Lunes,10,1,0,4,0.7769,0.2186,0.0045,Bajo,0,11.4
La Magdalena Contreras,Noche (18-23),Lunes,10,0,0,4,0.6169,0.2997,0.0834,Bajo,0,23.3
La Magdalena Contreras,Noche (18-23),Lunes,10,1,0,4,0.5906,0.3405,0.069,Bajo,0,23.9
La Magdalena Contreras,Tarde (12-17),Lunes,10,0,0,4,0.5809,0.41,0.0091,Bajo,0,21.4
La Magdalena Contreras,Tarde (12-17),Lunes,10,1,0,4,0.5743,0.4161,0.0095,Bajo,0,21.8
La Magdalena Contreras,Madrugada (00-05),Martes,10,0,0,4,0.9781,0.0217,0.0002,Bajo,0,1.1
La Magdalena Contreras,Madrugada (00-05),Martes,10,1,0,4,0.9761,0.0237,0.0002,Bajo,0,1.2
La Magdalena Contreras,Mañana (06-11),Martes,10,0,0,4,0.7717,0.2217,0.0067,Bajo,0,11.8
La Magdalena Contreras,Mañana (06-11),Martes,10,1,0,4,0.8076,0.1865,0.0059,Bajo,0,9.9
La Magdalena Contreras,Noche (18-23),Martes,10,0,0,4,0.7227,0.2292,0.0481,Bajo,0,16.3
La Magdalena Contreras,Noche (18-23),Martes,10,1,0,4,0.6561,0.3162,0.0276,Bajo,0,18.6
La Magdalena Contreras,Tarde (12-17),Martes,10,0,0,4,0.8183,0.1749,0.0068,Bajo,0,9.4
La Magdalena Contreras,Tarde (12-17),Martes,10,1,0,4,0.7996,0.1934,0.007,Bajo,0,10.4
La Magdalena Contreras,Madrugada (00-05),Miércoles,10,0,0,4,0.9476,0.0522,0.0002,Bajo,0,2.6
La Magdalena Contreras,Madrugada (00-05),Miércoles,10,1,0,4,0.9492,0.0506,0.0002,Bajo,0,2.6
La Magdalena Contreras,Mañana (06-11),Miércoles,10,0,0,4,0.7652,0.2306,0.0042,Bajo,0,11.9
La Magdalena Contreras,Mañana (06-11),Miércoles,10,1,0,4,0.8118,0.1843,0.004,Bajo,0,9.6
La Magdalena Contreras,Noche (18-23),Miércoles,10,0,0,4,0.51,0.4595,0.0305,Bajo,0,26.0
La Magdalena Contreras,Noche (18-23),Miércoles,10,1,0,4,0.4922,0.4884,0.0193,Bajo,0,26.4
La Magdalena Contreras,Tarde (12-17),Miércoles,10,0,0,4,0.6895,0.3042,0.0064,Bajo,0,15.8
La Magdalena Contreras,Tarde (12-17),Miércoles,10,1,0,4,0.6493,0.3439,0.0068,Bajo,0,17.9
La Magdalena Contreras,Madrugada (00-05),Sábado,10,0,1,4,0.7093,0.2805,0.0101,Bajo,0,15.0
La Magdalena Contreras,Madrugada (00-05),Sábado,10,1,1,4,0.7143,0.2734,0.0123,Bajo,0,14.9
La Magdalena Contreras,Mañana (06-11),Sábado,10,0,1,4,0.8722,0.1233,0.0045,Bajo,0,6.6
La Magdalena Contreras,Mañana (06-11),Sábado,10,1,1,4,0.8876,0.1075,0.0049,Bajo,0,5.9
La Magdalena Contreras,Noche (18-23),Sábado,10,0,1,4,0.6549,0.3211,0.024,Bajo,0,18.5
La Magdalena Contreras,Noche (18-23),Sábado,10,1,1,4,0.5632,0.3894,0.0474,Bajo,0,24.2
La Magdalena Contreras,Tarde (12-17),Sábado,10,0,1,4,0.6143,0.3584,0.0273,Bajo,0,20.6
La Magdalena Contreras,Tarde (12-17),Sábado,10,1,1,4,0.6127,0.3539,0.0333,Bajo,0,21.0
La Magdalena Contreras,Madrugada (00-05),Viernes,10,0,0,4,0.928,0.0716,0.0004,Bajo,0,3.6
La Magdalena Contreras,Madrugada (00-05),Viernes,10,1,0,4,0.9193,0.0803,0.0004,Bajo,0,4.1
